0.5,11.2,80.6,5.1,2,5.7,34,15.2,8.1,37
0.4,12.5,80.2,5.1,1.8,5.8,34.2,16.8,8.3,34.9
0.3,10.6,82.7,5.2,1.2,5.7,33.8,16.3,8.3,35.9
0.4,12.7,80.7,5.2,1.2,5.8,31.7,17.8,9.5,35.2
0.4,11.7,81,5.2,1.7,5.8,33.4,17.5,9.6,33.7
0.3,11.8,80.3,5.1,2.5,5.7,33.9,18.2,8.3,33.9
0.3,11.9,81.1,5.1,1.6,5.9,34.4,17.9,8.6,33.2
0.3,11.6,82.2,4.8,1.1,5.7,33.4,18.5,9.9,32.5
0.3,11.4,81.7,5.1,1.5,5.7,33.7,17.5,8.6,34.5
0.4,12.2,80.8,5,1.6,5.8,34.5,16.2,8.2,35.3
0.4,13.8,78.8,5.2,1.8,5.8,34.7,15.6,9.8,34.1
0.3,11.3,82.2,4.9,1.3,5.2,33.8,16.2,9,35.8
0.3,11,82.4,4.9,1.4,5.8,32.7,17.9,9.2,34.4
0.3,11,82.5,4.8,1.4,5.7,33.1,18.3,8.2,34.7
0.2,11.1,83,4.5,1.2,5.7,32.1,20.3,8.3,33.6
0.357339671,11.52193177,81.45893196,5.144560512,1.517236085,5.717318074,34.0501262,16.26405318,8.121634765,35.84686778
0.360602918,11.49074911,81.45478764,5.139838175,1.554022157,5.71782996,34.17732725,16.19221256,8.088618269,35.82401196
0.354393268,11.61538443,81.43270628,5.15474353,1.442772491,5.721965736,33.73298362,16.45813334,8.256462042,35.83045526
0.354584962,11.59740198,81.439875,5.153002074,1.455135992,5.720731611,33.79049621,16.42194922,8.228543266,35.83827969
0.355505517,11.55817706,81.45267064,5.1489116,1.484735191,5.718494756,33.92064802,16.3414685,8.170290917,35.84909781
0.362872696,11.98970254,81.21296205,5.18374948,1.250713234,5.758982779,32.65194951,17.17317758,8.903734956,35.51215518
0.356720466,11.80268997,81.33358314,5.17037078,1.336635643,5.738744319,33.17426672,16.8217494,8.570137597,35.69510196
0.376394513,11.47267456,81.37377364,5.129026263,1.648131026,5.730686572,34.38164648,16.10721707,8.142256963,35.63819292
0.355399066,11.56134133,81.45182046,5.149260278,1.482178865,5.718646056,33.90984732,16.34806052,8.174820745,35.84862537
0.372192484,11.46769625,81.39982288,5.131015975,1.629272408,5.726501559,34.35756612,16.11049025,8.112270544,35.69317153
0.363985119,11.47531814,81.44274152,5.136474618,1.581480603,5.719680837,34.25686679,16.15115713,8.081541714,35.79075353
0.354802228,11.58447953,81.44457686,5.15170445,1.464436936,5.719916798,33.83256914,16.39570128,8.208899533,35.84291325
0.402706332,11.56398824,81.18306022,5.122019047,1.728226166,5.761576453,34.34651217,16.205448,8.426435911,35.26002746
0.355456567,11.55960724,81.4522911,5.149069681,1.48357541,5.718562383,33.91575851,16.34445054,8.172333899,35.84889467
0.354966615,11.71896077,81.38192856,5.163799603,1.38034445,5.730595626,33.41738085,16.66138766,8.426132952,35.76450292
0.355756934,11.55140895,81.45435489,5.148152025,1.490327203,5.718192619,33.94397204,16.32729523,8.160726792,35.84981332
0.355761901,11.55128392,81.45438418,5.148137806,1.490432186,5.718187329,33.94440591,16.32703242,8.160551813,35.84982253
0.362628214,11.48019138,81.44817896,5.137704612,1.571296835,5.71883533,34.22903541,16.16502284,8.082263902,35.80484252
0.357012008,11.52677587,81.45856191,5.145189968,1.512460246,5.717400664,34.03204804,16.27465577,8.12770409,35.84819143
0.376103855,11.47219702,81.37563661,5.12915182,1.646910695,5.730386707,34.38039274,16.10718041,8.139969123,35.64207101
0.356150676,11.54233616,81.45629194,5.147100855,1.498120363,5.717838925,33.97576967,16.30811986,8.148203991,35.85006755
0.382381594,11.48602176,81.33378826,5.126758236,1.671050151,5.737136876,34.39661636,16.11490425,8.19501251,35.55633001
0.35779407,11.51593454,81.45911447,5.143752902,1.523404013,5.717259904,34.07296496,16.25077519,8.114376414,35.84462353
0.364096224,11.47498229,81.44226731,5.136379633,1.582274544,5.719755003,34.25895006,16.15014672,8.081584076,35.78956415
0.354346206,11.65931844,81.41280943,5.158753461,1.414772459,5.72536285,33.59640697,16.5452389,8.326895669,35.8060956
0.356324138,11.53879676,81.4569353,5.146679244,1.501264557,5.717718916,33.98836041,16.30057772,8.143423047,35.84991991
0.357068635,11.52590366,81.45864194,5.145078008,1.513307751,5.717383649,34.03528089,16.27275408,8.126598832,35.84798255
0.361126291,11.48756963,81.4532869,5.139245925,1.558771258,5.718054503,34.19208655,16.18429398,8.08625119,35.81931377
0.354886907,11.58038769,81.44597586,5.151284337,1.467465206,5.719673177,33.84603995,16.38734089,8.202763076,35.84418291
0.360092691,11.49421263,81.45608368,5.140448536,1.549162465,5.717639504,34.16181184,16.20065197,8.091510725,35.82838596
0.354534026,11.68511801,81.3999068,5.160983071,1.399458086,5.727553244,33.51821489,16.59572823,8.369396007,35.78910763
0.35541862,11.74497062,81.36743533,5.165894807,1.366280616,5.7330425,33.34099715,16.71148516,8.470372831,35.74410236
0.356847053,11.52940781,81.45828691,5.145524376,1.509933846,5.717457364,34.02234822,16.28037587,8.131070375,35.84874817
0.369986708,11.46702935,81.41260368,5.132236873,1.618143393,5.724456517,34.33890491,16.11605347,8.099652792,35.72093231
0.356309595,11.78613676,81.34350372,5.169108919,1.344941013,5.737074945,33.22173492,16.79024078,8.541326224,35.70962314
0.356267389,11.78436899,81.34455371,5.16897319,1.345836721,5.73689819,33.22681969,16.78687081,8.538258291,35.71115302
0.385577824,11.49543148,81.31139355,5.125754505,1.681842642,5.740758329,34.39754657,16.12351755,8.226838241,35.51133931
0.359768064,11.49662528,81.45681235,5.14085582,1.545938491,5.717534669,34.15129302,16.2064349,8.093686969,35.83105044
0.355768408,11.76225257,81.35752577,5.167258212,1.357195042,5.734713286,33.29070452,16.74462124,8.500030574,35.72993038
0.364408559,12.02844224,81.18649687,5.186369016,1.234283322,5.763414394,32.54615815,17.24519652,8.97424954,35.4709814
0.35605239,11.54445539,81.4558752,5.147350057,1.496266958,5.717915825,33.96828317,16.31261845,8.15109589,35.85008666
0.360349414,11.92124027,81.2586524,5.17900921,1.280748709,5.751326056,32.84066172,17.04533674,8.780152303,35.58252318
0.361602276,11.95612021,81.23555911,5.181443259,1.265275144,5.755197043,32.74421661,17.1105659,8.842938201,35.54708225
0.364842741,12.03908586,81.17915659,5.187081635,1.229833172,5.764643171,32.51720412,17.26494751,8.993689512,35.45951569
0.354410367,11.61320219,81.43361109,5.154535778,1.444240578,5.721810384,33.73990539,16.45376126,8.253041476,35.83148148
0.363387349,11.47728239,81.44522073,5.136999926,1.577109602,5.719294092,34.24517126,16.15690448,8.081566526,35.79706365
0.361945028,11.48325548,81.45063648,5.138379239,1.565783782,5.718457326,34.21313265,16.17321118,8.083608302,35.81159053
0.358755454,11.50539006,81.45851665,5.142238575,1.535099261,5.717304537,34.11464463,16.2269244,8.102466869,35.83865957
0.366522479,11.46961343,81.43100963,5.134483517,1.598370938,5.721528111,34.29836075,16.13196674,8.085665505,35.76247889
0.413350588,11.61716552,81.0984567,5.120656202,1.750370987,5.775335599,34.28214439,16.27721282,8.567399643,35.09790755
0.355686074,11.553227,81.45392127,5.148357993,1.488807667,5.71827077,33.93767559,16.33111277,8.163278439,35.84966243
0.355203568,11.73326701,81.37402279,5.164958807,1.372547818,5.731930878,33.37525894,16.68897843,8.450404291,35.75342746
0.386564247,11.49860255,81.30435952,5.125468939,1.685004745,5.741896776,34.39700835,16.12670281,8.237088271,35.49730379
0.358454429,11.50842281,81.45882725,5.14268836,1.531607159,5.71726953,34.10242692,16.23386048,8.105763623,35.84067944
0.364522224,11.4737747,81.44041228,5.136022699,1.585268097,5.720045633,34.26668979,16.14643095,8.081875186,35.78495844
0.369603852,11.46707827,81.41474646,5.132463712,1.616107701,5.724114408,34.33515639,16.11734447,8.097727046,35.72565769
0.356997999,11.52699404,81.45854101,5.145217883,1.51224907,5.717405061,34.03124085,16.27513097,8.127981374,35.84824175
0.359760977,11.4966799,81.45682736,5.140864888,1.54586688,5.717532533,34.15105736,16.206565,8.09373761,35.8311075
0.364762716,11.47314697,81.43934027,5.135826091,1.586923956,5.720213922,34.27089202,16.14444001,8.08212625,35.7823278
0.358205329,11.51110813,81.45900363,5.143076487,1.528606425,5.717254303,34.09177248,16.23994774,8.108774189,35.84225128
0.37740801,11.47447629,81.36721494,5.12860084,1.652299921,5.731742818,34.38559576,16.10761462,8.150453522,35.62459328
0.362414799,11.48110046,81.44896871,5.137910994,1.569605031,5.71871349,34.22421655,16.16748564,8.082606608,35.80697771
0.360911234,11.93712885,81.24818315,5.180123135,1.273653631,5.753081244,32.79664707,17.07507653,8.80870472,35.56649043
0.354663555,11.59220894,81.4418138,5.152485673,1.458828036,5.720396271,33.80732216,16.41142811,8.220603274,35.84025018
0.362144648,11.48231309,81.44994002,5.138177851,1.567424391,5.718564095,34.21792508,16.17072551,8.083139821,35.80964549
