0.246411054,10.9512348,82.87666453,4.660570487,1.264952032,5.705223011,32.48972493,19.14463918,8.382559251,34.29557304
0.352746461,11.63586648,81.43632744,5.151497063,1.434164797,5.74804078,33.81369301,16.50831787,8.251295327,35.67716994
0.29324103,11.86539962,81.47572096,4.925982208,1.438462485,5.76215709,33.89442593,18.23814226,9.285489805,32.82116625
0.302408268,11.49142577,81.71994319,5.062443767,1.428317897,5.663741607,33.68128792,17.39609342,8.782973696,34.51969933
0.44692617,11.90720686,80.81933901,5.158085616,1.669754958,5.746265467,32.97595297,16.77641081,9.34901641,35.12487756
0.292922063,11.6031908,81.90975428,4.893809364,1.306760622,5.773545836,33.62015719,18.56712671,9.487323945,32.57181503
0.355203487,11.57248158,81.45673802,5.144733495,1.485382208,5.743111327,34.02020464,16.37411181,8.159819965,35.7003838
0.321668745,11.33006023,81.88127562,4.973719415,1.494801989,5.652774046,33.36743459,17.14164673,9.040937238,34.78206018
0.347914128,12.25878393,80.43315405,5.111949653,1.846350633,5.617296969,34.28990326,16.47377589,8.807771968,34.81828052
0.322986492,11.08971431,82.22829397,4.932344661,1.427010438,5.716504337,33.15414299,17.42409043,8.955871572,34.74600331
0.297337284,12.25826057,80.78429608,4.996950805,1.665489903,5.738200552,34.32548441,17.56301016,8.930755132,33.45524308
0.393090908,12.28690901,80.23663216,5.118443986,1.961090601,5.94194783,34.47044228,16.75105898,8.098121406,34.72485332
0.29346498,11.3204851,82.33858398,4.866245836,1.177627827,5.78826637,33.35821403,18.83776773,9.63190282,32.37557844
0.336692363,12.31562487,80.44982661,5.073290245,1.808780253,5.712014172,34.34064255,16.93088639,8.740074162,34.26898593
0.461085751,11.81306459,80.76482327,5.137272386,1.827183969,5.731659975,33.43559518,16.5055008,9.242439163,35.07804429
0.350898544,12.26676656,80.48040223,5.086694631,1.832774326,5.709924208,34.28223155,16.80718548,8.776085458,34.43551777
0.324314947,12.33529888,80.4753047,5.056416004,1.779387254,5.71676336,34.37397516,17.07374585,8.748217146,34.0780699
0.378033429,11.47728573,81.36273757,5.128834937,1.658072308,5.730695249,34.37211924,16.11024882,8.159703592,35.62676804
0.293285344,11.88578337,81.44152142,4.928659384,1.448964407,5.761258338,33.91614242,18.21093596,9.269015357,32.84250504
0.309827654,12.32467873,80.58151444,5.031200479,1.73435801,5.725494123,34.38172743,17.27992555,8.809723634,33.80734503
0.427897629,11.96702511,80.63715965,5.113808962,1.860786654,5.71775961,33.89083345,16.54205062,9.024641375,34.85938704
0.292989045,11.4289294,82.18831264,4.874542309,1.22305651,5.781723283,33.44660005,18.76193205,9.603564631,32.42803828
0.362290388,12.22391656,80.50451401,5.092486089,1.842483264,5.710038312,34.2333595,16.74797331,8.809305816,34.51908895
0.293517847,11.31742989,82.34045929,4.866975986,1.177246197,5.787980557,33.35724326,18.83221187,9.627781856,32.38526535
0.349823396,12.26390533,80.4175577,5.112615542,1.853080538,5.630832443,34.30214558,16.48521877,8.777961901,34.81425969
0.296595365,11.33373079,82.15416933,4.956949854,1.25859288,5.730464874,33.45289861,18.18098344,9.26918194,33.4298257
0.339885813,11.84224622,81.01573947,5.097912242,1.695651338,5.77013958,34.06287473,17.083924,8.358680443,34.63612998
0.363298701,12.08107409,81.16442225,5.19039336,1.21788358,5.774199763,32.37703377,17.34964647,9.100618751,35.40779508
0.352462476,11.65571182,81.42510012,5.15349532,1.419167232,5.749483382,33.75008134,16.5489997,8.284870619,35.66575811
0.46041775,11.82313153,80.73878779,5.130842873,1.84268209,5.728130292,33.54928327,16.48943475,9.198667633,35.04328046
0.293100608,11.37586667,82.26869215,4.869221299,1.198838376,5.784701199,33.39771005,18.81327482,9.630695848,32.3892627
0.352852171,11.63089839,81.43877463,5.150988574,1.437977292,5.747672723,33.82969213,16.49804066,8.243258055,35.67971589
0.300782345,11.44531877,81.83044352,5.04451351,1.386301324,5.674152117,33.6223788,17.53567396,8.886234036,34.3612098
0.364646018,11.48711342,81.43565366,5.133931177,1.578432434,5.73501218,34.31159077,16.17476577,8.088117778,35.68970731
0.356714499,12.27793177,80.37098675,5.11438648,1.874286275,5.679927589,34.33969403,16.52282446,8.669962328,34.80113359
