272.623,309.207,341.861,371.515,398.794,423.789,447.267,469.051,489.449,513.5124977,261.293,300.996,333.39,363.103,390.784,416.096,440.1,462.315,484.427,504.9328394,282.67,331.114,362.971,388.734,413.499,432.189,448.943,468.085,496.0411543,353.989,386.592,404.034,422.465,448.07,460.389,486.8138871,225.595,266.823,303.101,336.597,366.765,394.418,420.003,443.713,465.82,266.201,293.21,326.988,358.34,384.621,417.41,440.341,462.223,386.661,399.97,427.575,450.43,356.069,376.088,410.122,428.021,453.732,477.355,492.661,322.389,353.851,383.433,404.915,429.851,454.089,476.603,497.987,353.219,383.73,409.312,432.351,456.411,475.99,139.6967932,135.7009044,184.539,20.38,231.062,486.514,512.6517291,477.696,504.0412758,328.733,353.924,475.586975,495.1165103,498.885,313.319,268.657,445.871,469.002,353.466,537.7950088,565.9319479,602.8603054,699.9698883,485.323347,503.3930873,491.131,527.0948217,517.4593916,519.7406903,684.1036692,775.0054909,733.7547009,454.133,482.5934801,621.7330211,642.0227123,669.6088775,721.9888535,520.0586135,541.9771772,501.5922275,746.7813595,810.2913466,841.1214068,868.4958733,786.0548332,893.1119012,819.8846054,536.1493976,519.2206225,557.0024073
1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,3,1,0,1,3,3,3,3,3,3,3,3,5,3,3,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
58.1222,72.14878,86.17536,100.20194,114.22852,128.2551,142.28168,156.30826,170.33484,184.36142,58.1222,72.14878,86.17536,100.20194,114.22852,128.2551,142.28168,156.30826,170.33484,184.36142,72.14878,86.17536,100.20194,114.22852,128.2551,142.28168,156.30826,170.33484,184.36142,100.20194,114.22852,128.2551,142.28168,156.30826,170.33484,184.36142,42.07974,56.10632,70.1329,84.15948,98.18606,112.21264,126.23922,140.2658,154.29238,56.10632,70.1329,84.15948,98.18606,112.21264,126.23922,140.2658,154.29238,112.21264,126.23922,140.2658,154.29238,82.1436,96.17018,110.19676,124.22334,138.24992,152.2765,166.30308,70.1329,84.15948,98.18606,112.21264,126.23922,140.2658,154.29238,168.31896,78.11184,92.13842,106.165,120.19158,134.21816,148.24474,16.04246,28.05316,30.06904,2.01588,44.09562,168.31896,182.34554,168.31896,182.34554,84.15948,98.18606,168.31896,182.34554,162.27132,66.10114,54.09044,134.21816,148.24474,80.12772,154.2078,182.26096,178.2292,282.37832,132.20228,146.22886,128.17052,142.1971,182.34554,160.25544,254.32516,354.44252,304.38384,132.20228,146.22886,204.26648,232.31964,228.28788,278.34656,176.2979,156.22368,160.25544,332.437,404.5012,454.55988,504.61856,382.49568,554.67724,432.55436,174.28202,174.28202,170.25026
